ID_BVOTE;SCRUTIN;ANNEE;TOUR;DATE;NUM_CIRC;NUM_QUARTIER;NUM_ARROND;NUM_BUREAU;NB_PROCU;NB_INSCR;NB_EMARG;NB_VOTANT;NB_BLANC;NB_NUL;NB_EXPRIM;M. BONY Clément (LFI);M. MILLOT Georges (LO);M. GRÉGOIRE Emmanuel   (PS);Mme MAGNAN Annick  (RN);Mme MAZETIER Sandrine (LREM Buzyn);Mme MONTANDON Valérie  (LR);M. REBOURG Patrick (LREM Villani);Mme ELBAZ Caroline  (Marcel Campion);Mme PIERRE-MARIE Emmanuelle  (Les écologiste);geo_shape;geo_point_2d;st_area(shape);st_perimeter(shape);Taux abstention;Taux d'abstention en %
31;Municipales;2020;1;15/03/20;8;45;12;31;30;1444;681;681;3;10;668;30;6;214;2;113;169;51;3;80;"{""coordinates"":[[[2.4063341560540574,48.847401156368605],[2.405792134344443,48.844922582265326],[2.405727037581697,48.8446802755213],[2.4057187434606977,48.84469030440962],[2.4022902032579347,48.844922173859324],[2.4022463773746607,48.84494521853502],[2.402268556540335,48.84499156974381],[2.4023130989460806,48.84509734160389],[2.402332964672632,48.84510553685254],[2.4025977043292754,48.84511472760332],[2.4031584246021027,48.84575267010195],[2.403465589257076,48.847705387756434],[2.4063291936034976,48.84744657249147],[2.4063341560540574,48.847401156368605]]],""type"":""Polygon""}";48.846153798628805, 2.404570631356974;67309,28891;1120,41018;53;53 %
32;Municipales;2020;1;15/03/20;8;45;12;32;21;1504;666;666;1;10;655;23;6;208;1;100;162;59;5;91;"{""coordinates"":[[[2.4079713843734893,48.84730292787412],[2.40868367115454,48.84724407577504],[2.4085769643416897,48.84675965906578],[2.408607283272519,48.84674300271104],[2.409410850700749,48.8466794522704],[2.4094261149803184,48.846658073529106],[2.4091261083646236,48.84545922297975],[2.408754767996667,48.84532433416945],[2.408742000194359,48.845313281847794],[2.4087645086173874,48.84522939780086],[2.408411727117623,48.84508933747322],[2.4078935666915746,48.84475891847207],[2.405792134344443,48.844922582265326],[2.4063341560540574,48.847401156368605],[2.4064049160563328,48.847435136999984],[2.4079713843734893,48.84730292787412]]],""type"":""Polygon""}";48.846068981381244, 2.4075092172215777;58983,23284;988,4239576;56;56 %
33;Municipales;2020;1;15/03/20;8;45;12;33;14;1504;637;637;8;3;626;31;3;182;8;106;158;60;6;72;"{""coordinates"":[[[2.405727037581697,48.8446802755213],[2.4051650813549235,48.84425239569949],[2.404776039766066,48.84298344122024],[2.40235746494647,48.84334846562422],[2.402323214783398,48.84333947091911],[2.402266463339223,48.84231727408952],[2.402329215394744,48.84108170238349],[2.400944740481975,48.84120515736264],[2.4008793877339256,48.841274325357304],[2.401270790486256,48.84233882782806],[2.402220399104743,48.84488842749739],[2.4022902032579347,48.844922173859324],[2.4057187434606977,48.84469030440962],[2.405727037581697,48.8446802755213]]],""type"":""Polygon""}";48.84343209561753, 2.403009645833904;61951,18829;1428,823183;58;58 %
34;Municipales;2020;1;15/03/20;8;45;12;34;26;1562;756;756;7;5;744;35;2;189;7;154;192;72;2;91;"{""coordinates"":[[[2.404776039766066,48.84298344122024],[2.405270883711581,48.84292396537504],[2.4053734646309937,48.84321368434156],[2.4054292428222626,48.84321429343934],[2.4076828775165793,48.84148937980347],[2.4077429491236018,48.84150552751997],[2.4077202092656558,48.84143711855564],[2.407688114978074,48.84141865140904],[2.405897846847387,48.84132319066831],[2.4048406624836294,48.84133394873302],[2.404663883882548,48.84088858790353],[2.402329215394744,48.84108170238349],[2.402266463339223,48.84231727408952],[2.402323214783398,48.84333947091911],[2.40235746494647,48.84334846562422],[2.404776039766066,48.84298344122024]]],""type"":""Polygon""}";48.84206595536707, 2.404404792394824;71300,47834;1212,343794;52;52 %
35;Municipales;2020;1;15/03/20;8;45;12;35;18;1471;734;734;5;13;716;28;3;170;8;156;218;54;4;75;"{""coordinates"":[[[2.4078935666915746,48.84475891847207],[2.4078986834852,48.844550934482236],[2.407922607873456,48.84453440850867],[2.408952716557036,48.84444176108966],[2.4088239567679652,48.84387637328095],[2.408854443956337,48.84384496821563],[2.408799773426657,48.843844308633784],[2.4077429491236018,48.84150552751997],[2.4076828775165793,48.84148937980347],[2.4054292428222626,48.84321429343934],[2.4053734646309937,48.84321368434156],[2.405270883711581,48.84292396537504],[2.404776039766066,48.84298344122024],[2.4051650813549235,48.84425239569949],[2.405727037581697,48.8446802755213],[2.405792134344443,48.844922582265326],[2.4078935666915746,48.84475891847207]]],""type"":""Polygon""}";48.84351897940444, 2.406965914336385;68202,54107;1166,787091;50;50 %
36;Municipales;2020;1;15/03/20;8;45;12;36;14;1384;568;568;5;16;547;29;5;163;10;76;164;46;10;44;"{""coordinates"":[[[2.4111271383636064,48.84702384974728],[2.4111792185806906,48.8469794477727],[2.4107343331834823,48.84548994296883],[2.410755787984119,48.84545955961096],[2.41237991529721,48.845235057510706],[2.4124051735448577,48.845217358153526],[2.411705758569759,48.84416714484526],[2.408952716557036,48.84444176108966],[2.407922607873456,48.84453440850867],[2.4078986834852,48.844550934482236],[2.4078935666915746,48.84475891847207],[2.408411727117623,48.84508933747322],[2.4087645086173874,48.84522939780086],[2.408742000194359,48.845313281847794],[2.408754767996667,48.84532433416945],[2.4091261083646236,48.84545922297975],[2.4094261149803184,48.846658073529106],[2.409410850700749,48.8466794522704],[2.408607283272519,48.84674300271104],[2.4085769643416897,48.84675965906578],[2.40868367115454,48.84724407577504],[2.4111271383636064,48.84702384974728]]],""type"":""Polygon""}";48.845511585145445, 2.410134955966232;59222,36112;1297,797611;59;59 %
37;Municipales;2020;1;15/03/20;8;45;12;37;11;1340;550;550;6;7;537;36;9;167;6;103;127;37;3;49;"{""coordinates"":[[[2.411705758569759,48.84416714484526],[2.411313810436487,48.84219622450546],[2.411280602186437,48.84218864857865],[2.41081889225071,48.8422725537295],[2.4107988693539837,48.842257630103326],[2.4107150446023318,48.841991494803175],[2.410817254790107,48.84167674543598],[2.410718049477927,48.84140710139142],[2.4102219843210593,48.84105292664492],[2.409158235578302,48.840860059471886],[2.409840642730555,48.842827594292984],[2.408854443956337,48.84384496821563],[2.4088239567679652,48.84387637328095],[2.408952716557036,48.84444176108966],[2.411705758569759,48.84416714484526]]],""type"":""Polygon""}";48.8429344617577, 2.4102835279749386;49534,9821;1123,249098;59;59 %
38;Municipales;2020;1;15/03/20;8;45;12;38;23;1550;665;665;4;7;654;27;6;197;7;99;146;92;6;74;"{""coordinates"":[[[2.409158235578302,48.840860059471886],[2.4089907821057075,48.84032770749968],[2.408025661289564,48.84036927932295],[2.40682159984981,48.84014447903079],[2.405610801809102,48.840072111407785],[2.404389309404638,48.84005870234926],[2.404663883882548,48.84088858790353],[2.4048406624836294,48.84133394873302],[2.405897846847387,48.84132319066831],[2.407688114978074,48.84141865140904],[2.4077202092656558,48.84143711855564],[2.4077429491236018,48.84150552751997],[2.408799773426657,48.843844308633784],[2.408854443956337,48.84384496821563],[2.409840642730555,48.842827594292984],[2.409158235578302,48.840860059471886]]],""type"":""Polygon""}";48.841356835532565, 2.4075400240697675;68370,6624;1402,295441;57;57 %
39;Municipales;2020;1;15/03/20;8;45;12;39;19;1220;524;524;3;6;515;30;1;137;4;80;140;55;3;65;"{""coordinates"":[[[2.4089907821057075,48.84032770749968],[2.408592871584455,48.83899627488219],[2.4059392518376432,48.83826445464067],[2.4059019834866677,48.83828035642175],[2.4059554961995775,48.838351488245316],[2.4059208487105606,48.838363841576985],[2.4051833330803487,48.8381400919811],[2.4051507257294613,48.83814212517305],[2.4044056644759766,48.8391766427325],[2.4043759240746714,48.8391875307036],[2.4041489026466927,48.83916322266216],[2.403917218513964,48.83914265567713],[2.4040725263856766,48.84002768679196],[2.404091077912202,48.840046647779836],[2.404389309404638,48.84005870234926],[2.405610801809102,48.840072111407785],[2.40682159984981,48.84014447903079],[2.408025661289564,48.84036927932295],[2.4089907821057075,48.84032770749968]]],""type"":""Polygon""}";48.839381601449965, 2.406452866325055;60110,11237;1068,086434;57;57 %
40;Municipales;2020;1;15/03/20;8;45;12;40;13;1271;584;584;4;3;577;39;4;195;5;89;118;51;4;72;"{""coordinates"":[[[2.400944740481975,48.84120515736264],[2.402329215394744,48.84108170238349],[2.404663883882548,48.84088858790353],[2.404389309404638,48.84005870234926],[2.404091077912202,48.840046647779836],[2.4040725263856766,48.84002768679196],[2.403917218513964,48.83914265567713],[2.4025708997716175,48.83910927767611],[2.402542788408233,48.83912136498284],[2.40254815275941,48.83925018382626],[2.4006962336706565,48.83923558226284],[2.400667692339706,48.839187027570986],[2.4003217365448997,48.83951425112201],[2.4003222801927304,48.83953272311723],[2.4002436455975222,48.83958060386448],[2.4003045320388052,48.839627856641755],[2.400581433234603,48.84044115630784],[2.4008416210306947,48.841162344054666],[2.400944740481975,48.84120515736264]]],""type"":""Polygon""}";48.84014484398522, 2.4023802035847965;57114,56217;995,8377098;54;54 %
41;Municipales;2020;1;15/03/20;8;45;12;41;17;1286;587;587;6;3;578;21;2;192;8;124;125;33;2;71;"{""coordinates"":[[[2.402542788408233,48.83912136498284],[2.4025708997716175,48.83910927767611],[2.403917218513964,48.83914265567713],[2.4041489026466927,48.83916322266216],[2.4041699147450784,48.83914164014412],[2.4035685250427763,48.836705963411426],[2.402929158647542,48.836217694183546],[2.4022265014875317,48.83711732746498],[2.4021979731596845,48.83719056656636],[2.4022666784572735,48.837349175190596],[2.401280946947284,48.83859666958016],[2.400667692339706,48.839187027570986],[2.4006962336706565,48.83923558226284],[2.40254815275941,48.83925018382626],[2.402542788408233,48.83912136498284]]],""type"":""Polygon""}";48.838110414875224, 2.4027264318504105;45605,19467;998,927611;54;54 %
42;Municipales;2020;1;15/03/20;8;45;12;42;22;1363;591;591;4;4;583;36;7;197;2;88;132;49;5;67;"{""coordinates"":[[[2.4083571822704974,48.838179433312554],[2.408109347563857,48.83742821812483],[2.40769362632956,48.83732581402627],[2.407673686076138,48.83731177607771],[2.4076775258498335,48.83719735759568],[2.4067476532313226,48.83694815526164],[2.4056315671520196,48.83593375726637],[2.4054760489697045,48.83515729065411],[2.4054888146214743,48.83513934614561],[2.405761888181224,48.83497620498794],[2.4063820832260574,48.834995789706156],[2.406070353624267,48.83446061087915],[2.4060708858076993,48.83444092553978],[2.4063885180714504,48.83414840212544],[2.4062743651725738,48.83406802233385],[2.406238751078266,48.83407244219487],[2.4058115261767576,48.834368906882084],[2.4050668149887398,48.83428405086719],[2.403868600562124,48.833640567513086],[2.4036096507834506,48.83392223121282],[2.404424070597913,48.83422147428598],[2.4044400475769816,48.83425478895695],[2.403030107666832,48.83609017910421],[2.4041100055132505,48.83605481459232],[2.405883842542784,48.83824915831799],[2.4059392518376432,48.83826445464067],[2.408592871584455,48.83899627488219],[2.4083571822704974,48.838179433312554]]],""type"":""Polygon""}";48.836497010618515, 2.4057629268835052;81530,68281;1844,77795;57;57 %
43;Municipales;2020;1;15/03/20;8;45;12;43;9;1165;454;454;2;9;443;33;10;106;7;70;122;24;7;64;"{""coordinates"":[[[2.411155269544603,48.833871994925815],[2.4110792324431816,48.83378783308592],[2.4071765992319683,48.831935929418506],[2.407110612969917,48.83195211649427],[2.4060955334209675,48.83219259375262],[2.4055777138756813,48.832250989367616],[2.404177915903683,48.83235455637084],[2.403724764318183,48.83246752216209],[2.4034837597163876,48.832574065358884],[2.403087901756475,48.83281158164059],[2.4022637604062393,48.83339125118745],[2.4022694581562374,48.83343908362954],[2.4036096507834506,48.83392223121282],[2.403868600562124,48.833640567513086],[2.4050668149887398,48.83428405086719],[2.4058115261767576,48.834368906882084],[2.406238751078266,48.83407244219487],[2.4062743651725738,48.83406802233385],[2.4063885180714504,48.83414840212544],[2.4060708858076993,48.83444092553978],[2.406070353624267,48.83446061087915],[2.4063820832260574,48.834995789706156],[2.4066918414369596,48.83547886833005],[2.406723961586297,48.83548238227631],[2.411155269544603,48.833871994925815]]],""type"":""Polygon""}";48.833520375395885, 2.40677192766855;127021,7213;1695,839294;61;61 %
44;Municipales;2020;1;15/03/20;8;45;12;44;22;1518;630;630;2;5;623;37;11;179;7;105;167;47;4;66;"{""coordinates"":[[[2.4135482014366527,48.8381969242143],[2.4135704606904342,48.838181936676236],[2.4122305646810402,48.8345660455475],[2.4112769666476632,48.833934938821436],[2.4111895903385676,48.8338594837503],[2.411155269544603,48.833871994925815],[2.406723961586297,48.83548238227631],[2.4066918414369596,48.83547886833005],[2.4063820832260574,48.834995789706156],[2.405761888181224,48.83497620498794],[2.4054888146214743,48.83513934614561],[2.4054760489697045,48.83515729065411],[2.4056315671520196,48.83593375726637],[2.4067476532313226,48.83694815526164],[2.4076775258498335,48.83719735759568],[2.407673686076138,48.83731177607771],[2.40769362632956,48.83732581402627],[2.408109347563857,48.83742821812483],[2.4083571822704974,48.838179433312554],[2.4104721366719946,48.837877513843324],[2.412754592198923,48.83828984242311],[2.4135482014366527,48.8381969242143]]],""type"":""Polygon""}";48.836250052405504, 2.409901212614237;177690,74;1860,40878;59;59 %
45;Municipales;2020;1;15/03/20;8;45;12;45;7;1279;443;443;9;6;428;32;6;132;5;54;135;32;5;27;"{""coordinates"":[[[2.415952392065,48.8466100508783],[2.4156574567204783,48.8451329602244],[2.413603612443888,48.83828504270297],[2.4135749828944304,48.83819414428268],[2.4135482014366527,48.8381969242143],[2.412754592198923,48.83828984242311],[2.4104721366719946,48.837877513843324],[2.4083571822704974,48.838179433312554],[2.408592871584455,48.83899627488219],[2.4089907821057075,48.84032770749968],[2.409158235578302,48.840860059471886],[2.4102219843210593,48.84105292664492],[2.410718049477927,48.84140710139142],[2.410817254790107,48.84167674543598],[2.4107150446023318,48.841991494803175],[2.4107988693539837,48.842257630103326],[2.41081889225071,48.8422725537295],[2.411280602186437,48.84218864857865],[2.411313810436487,48.84219622450546],[2.411705758569759,48.84416714484526],[2.4124051735448577,48.845217358153526],[2.41237991529721,48.845235057510706],[2.410755787984119,48.84545955961096],[2.4107343331834823,48.84548994296883],[2.4111792185806906,48.8469794477727],[2.4111271383636064,48.84702384974728],[2.415952392065,48.8466100508783]]],""type"":""Polygon""}";48.842256521648196, 2.4124869975263468;312099,6398;2930,058722;65;65 %
46;Municipales;2020;1;15/03/20;8;47;12;46;21;1523;586;586;6;13;567;14;1;188;7;83;142;33;7;92;"{""coordinates"":[[[2.3887893769366433,48.834068429649115],[2.3938677333537997,48.83426283279794],[2.3938914680188605,48.83431099177763],[2.394184367980504,48.834059871794224],[2.3948922633322764,48.83360044375821],[2.4014006625760453,48.82942754409326],[2.40138870745837,48.82936149397847],[2.3957141128816737,48.82776090487315],[2.3943570818609756,48.82755257765765],[2.390259942496674,48.82577042071035],[2.3902218046987156,48.8257642310348],[2.390142221657617,48.82578424456978],[2.3900968415836266,48.825816818651305],[2.386939941917388,48.82805565211605],[2.384547804040174,48.83008778566162],[2.384470255745605,48.83013939261962],[2.3843633216828715,48.83014746537671],[2.3843137798761966,48.8301256686486],[2.384331113693116,48.83024233595878],[2.3809714729684126,48.83289141908378],[2.3845830788166187,48.83486865856357],[2.3845900307954935,48.83492290540077],[2.3846390857442556,48.83488686118358],[2.3865607274082055,48.83590463351013],[2.387664709717261,48.83495000224145],[2.3887893769366433,48.834068429649115]]],""type"":""Polygon""}";48.830887086327095, 2.390684191764656;841453,8006;3932,369963;62;62 %
47;Municipales;2020;1;15/03/20;8;47;12;47;13;1443;503;503;4;10;489;22;6;152;5;91;107;42;2;62;"{""coordinates"":[[[2.386827388916398,48.83918227194827],[2.383715103364018,48.837115222571136],[2.3835868398867346,48.8371426461002],[2.382510704468717,48.836470276285056],[2.382514141698578,48.83644762914055],[2.3845900307954935,48.83492290540077],[2.3845830788166187,48.83486865856357],[2.3809714729684126,48.83289141908378],[2.377082373459227,48.83602320751352],[2.3767754896007323,48.83630808469427],[2.376644961171444,48.83632174490653],[2.376717056856612,48.836363987857645],[2.3766036682203295,48.83647462325216],[2.374869749315508,48.83805522801627],[2.3747726574957935,48.838060228272795],[2.3747859802757274,48.838130242348946],[2.373081830527344,48.83967411553021],[2.3724208365973056,48.84015878857219],[2.376316212590962,48.84214304136184],[2.377428685640275,48.84266190860579],[2.3786017941638296,48.84318301194933],[2.379871838095178,48.84366192416191],[2.3798506785135087,48.8435982504711],[2.386827388916398,48.83918227194827]]],""type"":""Polygon""}";48.838680251426894, 2.3798216538797576;632332,0232;3450,298625;65;65 %
48;Municipales;2020;1;15/03/20;8;47;12;48;21;1550;552;552;2;13;537;49;9;194;4;77;92;35;3;74;"{""coordinates"":[[[2.3912613172083828,48.83732970781862],[2.391232447568782,48.83728782234737],[2.3915687237745002,48.836869675415464],[2.392169668684896,48.83607840627257],[2.392763954635167,48.835300277329154],[2.3938914680188605,48.83431099177763],[2.3938677333537997,48.83426283279794],[2.3887893769366433,48.834068429649115],[2.387664709717261,48.83495000224145],[2.3865607274082055,48.83590463351013],[2.388234831171689,48.83676555301861],[2.3882632175123466,48.83803154587354],[2.389679663789565,48.83857622150991],[2.3911365461615754,48.83735645479079],[2.3912613172083828,48.83732970781862]]],""type"":""Polygon""}";48.83588808179378, 2.389998295208976;143974,8919;1630,69438;64;64 %
49;Municipales;2020;1;15/03/20;8;47;12;49;29;1594;717;718;6;10;702;41;6;253;6;119;132;47;1;97;"{""coordinates"":[[[2.385532886136203,48.8430371206084],[2.38590588028224,48.84265993348978],[2.3868760817067174,48.841665581927806],[2.3876406363931824,48.84084275389235],[2.389286495047993,48.83898899437953],[2.389679663789565,48.83857622150991],[2.3882632175123466,48.83803154587354],[2.386827388916398,48.83918227194827],[2.387522033023364,48.83950710612258],[2.387534769830576,48.839530266046644],[2.387050689265652,48.84001451205127],[2.3870475551796946,48.840035975440024],[2.3871311267259547,48.8400931911109],[2.385055125897624,48.8421494432168],[2.3850497430580497,48.842166599614714],[2.3857102297277573,48.84254539295575],[2.3857111054819504,48.842572591384744],[2.3851834722746013,48.84318854646768],[2.385188471948071,48.84321011360908],[2.3852864648820216,48.843272452606556],[2.385532886136203,48.8430371206084]]],""type"":""Polygon""}";48.840207000109885, 2.3873906276084162;51982,45387;1475,9696;55;55 %
50;Municipales;2020;1;15/03/20;8;47;12;50;24;1626;621;621;4;10;607;28;7;229;7;77;116;53;3;87;"{""coordinates"":[[[2.3832386495484035,48.84488492262988],[2.3834134625708856,48.844830931430145],[2.384818688562793,48.8436455852114],[2.3852864648820216,48.843272452606556],[2.385188471948071,48.84321011360908],[2.3851834722746013,48.84318854646768],[2.3857111054819504,48.842572591384744],[2.3857102297277573,48.84254539295575],[2.3850497430580497,48.842166599614714],[2.385055125897624,48.8421494432168],[2.3871311267259547,48.8400931911109],[2.3870475551796946,48.840035975440024],[2.387050689265652,48.84001451205127],[2.387534769830576,48.839530266046644],[2.387522033023364,48.83950710612258],[2.386827388916398,48.83918227194827],[2.3798506785135087,48.8435982504711],[2.379871838095178,48.84366192416191],[2.379970333113299,48.84369912494023],[2.382968620234902,48.84482060034654],[2.3831796252918913,48.84484194738978],[2.3832053414429604,48.84489461146741],[2.3832386495484035,48.84488492262988]]],""type"":""Polygon""}";48.84243336490792, 2.3837630637149956;126945,0676;1813,825043;62;62 %
51;Municipales;2020;1;15/03/20;7;48;12;51;17;1505;609;609;3;10;596;25;6;223;6;103;118;51;3;61;"{""coordinates"":[[[2.3697296999997577,48.8466998891303],[2.369718464748323,48.846675893539256],[2.3697802995244297,48.84662781405912],[2.371239731646291,48.845562550066305],[2.374063042525075,48.8458924370016],[2.3742506857043777,48.84592060529013],[2.3744048703226204,48.84592518444823],[2.375339738230914,48.8453415745034],[2.3753876011160338,48.84536018839815],[2.3753991334086932,48.84532798593308],[2.3779173104252287,48.844389188860504],[2.378171085362172,48.844602629119564],[2.3781975203590355,48.8446062596287],[2.379970333113299,48.84369912494023],[2.379871838095178,48.84366192416191],[2.3786017941638296,48.84318301194933],[2.377428685640275,48.84266190860579],[2.376316212590962,48.84214304136184],[2.3724208365973056,48.84015878857219],[2.368066834806485,48.843383705582006],[2.366086583939097,48.84489078175099],[2.365951721355118,48.84489299628094],[2.3659702238721882,48.84498141232589],[2.364447041542637,48.84613485854601],[2.3665135829711503,48.84737856953162],[2.3668772400110107,48.848203156098066],[2.367822637530846,48.847899627345186],[2.3680044921631347,48.84703143593117],[2.368023183085699,48.84701510790113],[2.369526129797668,48.846808773771784],[2.3697296999997577,48.8466998891303]]],""type"":""Polygon""}";48.844073402676116, 2.371779264093582;418597,166;3098,778078;60;60 %
52;Municipales;2020;1;15/03/20;7;48;12;52;26;1264;599;599;5;12;582;25;2;204;1;113;109;36;2;90;"{""coordinates"":[[[2.3751665671910094,48.847392954153946],[2.374914642878044,48.847058742214735],[2.374184466158836,48.84694961209344],[2.374169916254016,48.84693320995693],[2.374063042525075,48.8458924370016],[2.371239731646291,48.845562550066305],[2.3697802995244297,48.84662781405912],[2.369718464748323,48.846675893539256],[2.3697296999997577,48.8466998891303],[2.369999896380654,48.84662994014024],[2.371574211602514,48.84758839157369],[2.3720051869423773,48.84668189117721],[2.3738751524766886,48.848040005913134],[2.3751665671910094,48.847392954153946]]],""type"":""Polygon""}";48.84665894354396, 2.37255095584994;54467,27934;1201,644374;53;53 %
53;Municipales;2020;1;15/03/20;7;48;12;53;42;1623;848;848;4;12;832;30;4;307;7;178;142;63;6;95;"{""coordinates"":[[[2.3725747092707223,48.84867807996619],[2.3738751524766886,48.848040005913134],[2.3720051869423773,48.84668189117721],[2.371574211602514,48.84758839157369],[2.369999896380654,48.84662994014024],[2.3697296999997577,48.8466998891303],[2.369526129797668,48.846808773771784],[2.368023183085699,48.84701510790113],[2.3680044921631347,48.84703143593117],[2.367822637530846,48.847899627345186],[2.3668772400110107,48.848203156098066],[2.3671831690615788,48.84888448563534],[2.36812319142494,48.84879630760231],[2.3705017449211963,48.84897562783476],[2.3711611522376232,48.849364410795424],[2.3725747092707223,48.84867807996619]]],""type"":""Polygon""}";48.84799304314261, 2.370312920398212;90024,96544;1433,914887;48;48 %
54;Municipales;2020;1;15/03/20;7;48;12;54;21;1450;520;520;8;13;499;20;10;170;13;94;108;27;9;48;"{""coordinates"":[[[2.3722705080941195,48.85230956254639],[2.3719231948929,48.851674319258784],[2.3731641311303617,48.850609890000996],[2.373167489170099,48.85058755774514],[2.3711611522376232,48.849364410795424],[2.3705017449211963,48.84897562783476],[2.36812319142494,48.84879630760231],[2.3671831690615788,48.84888448563534],[2.368108496953329,48.85090395335097],[2.369068685042847,48.85298142115993],[2.3690083679397724,48.853023351976596],[2.3691124568339057,48.853128965896204],[2.3691098298432642,48.85318823915355],[2.369176938044116,48.85315981999099],[2.370002068099302,48.85322570727074],[2.3702226121011174,48.85324558468845],[2.370267155474131,48.85328694740195],[2.3703138040388145,48.85325504465834],[2.3703486675472596,48.85325566610918],[2.37129276961722,48.8526804601039],[2.371844283715622,48.85243647813846],[2.3722705080941195,48.85230956254639]]],""type"":""Polygon""}";48.85084218159739, 2.3700592636182596;131846,1328;1514,37225;64;64 %
55;Municipales;2020;1;15/03/20;7;48;12;55;31;1482;698;698;3;10;685;33;0;289;6;101;116;47;3;90;"{""coordinates"":[[[2.3771256676138277,48.850983302743224],[2.3765457130292633,48.85009212078802],[2.376434660903316,48.84901520881501],[2.3760094169438015,48.84833773233957],[2.375550254133762,48.84767801001574],[2.3751665671910094,48.847392954153946],[2.3738751524766886,48.848040005913134],[2.3725747092707223,48.84867807996619],[2.374195516140734,48.84957499226372],[2.375436808061203,48.850667369551495],[2.375481560045266,48.85066692413706],[2.376265939874303,48.85025154538457],[2.3763106965686513,48.85025283903714],[2.3767724599747115,48.850900183498304],[2.3770844932811226,48.8510020521543],[2.3771256676138277,48.850983302743224]]],""type"":""Polygon""}";48.849046503046736, 2.3750239051385704;56986,69686;1166,6339;53;53 %
56;Municipales;2020;1;15/03/20;7;48;12;56;24;1480;707;707;2;5;700;36;1;285;2;114;109;58;10;85;"{""coordinates"":[[[2.3783781734801503,48.850732666243175],[2.3788399010419132,48.850618290363016],[2.379398342871838,48.850542877942864],[2.379054960179733,48.85012250292694],[2.3790772250557555,48.85005192655517],[2.379128439456105,48.849987362394174],[2.3784192778285345,48.84911158525034],[2.3785250054890166,48.8484308891934],[2.3771018506401456,48.84772887350126],[2.3760094169438015,48.84833773233957],[2.376434660903316,48.84901520881501],[2.3765457130292633,48.85009212078802],[2.3771256676138277,48.850983302743224],[2.3771612600449816,48.851024633445796],[2.3783781734801503,48.850732666243175]]],""type"":""Polygon""}";48.84943365230929, 2.377581428123602;52222,64425;978,7747474;52;52 %
57;Municipales;2020;1;15/03/20;7;48;12;57;26;1516;665;665;2;9;654;41;6;273;9;93;86;58;2;86;"{""coordinates"":[[[2.38428600213005,48.85012680293289],[2.384340234513652,48.85013198618082],[2.3833972102482894,48.84492770490258],[2.3834646961586143,48.844894702726435],[2.3834242834448567,48.84487559264942],[2.3834134625708856,48.844830931430145],[2.3832386495484035,48.84488492262988],[2.3832722165053144,48.84491956806047],[2.381697145399502,48.84674336023777],[2.3812323259620825,48.84698166983984],[2.3805530465129685,48.847824559336125],[2.380530144599112,48.84785302407984],[2.3806556378331143,48.84805084580008],[2.3806536732082204,48.8480747764725],[2.379128439456105,48.849987362394174],[2.3790772250557555,48.85005192655517],[2.379054960179733,48.85012250292694],[2.379398342871838,48.850542877942864],[2.3801288075048856,48.85044366610723],[2.3814543090236593,48.85038315358349],[2.3831479741805213,48.85025907910878],[2.3837204560784624,48.85021359724921],[2.38428600213005,48.85012680293289]]],""type"":""Polygon""}";48.84845195247966, 2.3821249930292048;129257,1841;1705,027039;56;56 %
58;Municipales;2020;1;15/03/20;7;48;12;58;14;1444;717;717;1;11;705;40;9;308;9;99;109;54;1;76;"{""coordinates"":[[[2.3805530465129685,48.847824559336125],[2.380506107947397,48.84781554038745],[2.3796875392274317,48.84654506031492],[2.3789595066210123,48.84646494320062],[2.377729039868201,48.84732200476646],[2.3771018506401456,48.84772887350126],[2.3785250054890166,48.8484308891934],[2.3784192778285345,48.84911158525034],[2.379128439456105,48.849987362394174],[2.3806536732082204,48.8480747764725],[2.3806556378331143,48.84805084580008],[2.380530144599112,48.84785302407984],[2.3805530465129685,48.847824559336125]]],""type"":""Polygon""}";48.84798482230393, 2.379103278942916;50046,50224;994,4002787;50;50 %
59;Municipales;2020;1;15/03/20;7;48;12;59;11;1245;609;609;6;5;598;38;2;223;6;98;116;38;5;72;"{""coordinates"":[[[2.3771018506401456,48.84772887350126],[2.377729039868201,48.84732200476646],[2.3767510213763807,48.84665467529102],[2.3780618163716425,48.8460001831675],[2.3776420008526107,48.84549338212925],[2.376936918317244,48.845329898914656],[2.3761024287775556,48.84574405087099],[2.3760643279251905,48.845742909643256],[2.3753876011160338,48.84536018839815],[2.375339738230914,48.8453415745034],[2.3744048703226204,48.84592518444823],[2.3742506857043777,48.84592060529013],[2.374063042525075,48.8458924370016],[2.374169916254016,48.84693320995693],[2.374184466158836,48.84694961209344],[2.374914642878044,48.847058742214735],[2.3751665671910094,48.847392954153946],[2.375550254133762,48.84767801001574],[2.3760094169438015,48.84833773233957],[2.3771018506401456,48.84772887350126]]],""type"":""Polygon""}";48.8466074803701, 2.3760255765841545;56106,4103;1118,872293;51;51 %
